Node,Edge,Weight
Lieutenant Marcus Stone,Sif,1
Lieutenant Marcus Stone,Thor,1
Lifeguard,Rogue,4
Lifeguard,Sage,4
Lifeguard,Sebastian Shaw,3
Lifeguard,Slipstream,1
Lifeguard,Storm,4
Lifeguard,Thunderbird,4
Lifeguard,Vargas,3
Lifeguard,Viper,1
Lightning Lords of Nepal,Lucky Pierre,1
Lightning Lords of Nepal,Nine-Fold Daughters of Xao,1
Lightning Lords of Nepal,Shadu the Shady,1
Lightning Lords of Nepal,Wendell Rand,1
Lightspeed,Loners,6
Lightspeed,Marauders,2
Lightspeed,Marvel Boy,1
Lightspeed,Masque,1
Lightspeed,Mister Sinister,2
Lightspeed,Molecule Man,1
Lightspeed,Mystique,1
Lightspeed,Nico Minoru,1
Lightspeed,Nightcrawler,3
Lightspeed,Nomad,2
Lightspeed,Northstar,1
Lightspeed,Penance,3
Lightspeed,Power Pack,9
Lightspeed,Pride,6
Lightspeed,Prism,2
Lightspeed,Prodigy,1
Lightspeed,Puppet Master,3
Lightspeed,Quicksilver,5
Lightspeed,Reptil,13
Lightspeed,Rhodey,2
Lightspeed,Ricochet,6
Lightspeed,Rictor,1
Lightspeed,Riptide,2
Lightspeed,Rogue,1
Lightspeed,Runaways,3
Lightspeed,Sabretooth,2
Lightspeed,Scalphunter,2
Lightspeed,Speed,1
Lightspeed,Speed Demon,1
Lightspeed,Spider-Woman,6
Lightspeed,Tigra,8
Lightspeed,Turbo,6
Lightspeed,Ultimo,1
Lightspeed,Vertigo,2
Lightspeed,White Tiger,11
Lightspeed,Wiccan,1
Lightspeed,Wolverine,5
Lightspeed,X-23,8
Lightspeed,Yondu,1
Lila Cheney,Longshot,1
Lila Cheney,Magma,1
Lila Cheney,Magneto,1
Lila Cheney,Magus,1
Lila Cheney,Mojo,2
Lila Cheney,Ms. Marvel,1
Lila Cheney,New Mutants,3
Lila Cheney,Polaris,1
Lila Cheney,Professor X,1
Lila Cheney,Psylocke,1
Lila Cheney,Rictor,1
Lila Cheney,Spiral,1
Lila Cheney,Storm,2
Lila Cheney,Sunspot,2
Lila Cheney,Warlock,1
Lila Cheney,Warpath,1
Lila Cheney,Wolfsbane,2
Lila Cheney,X-Factor,1
Lila Cheney,X-Force,2
Lilandra,Living Lightning,3
Lilandra,Lockheed,10
Lilandra,Lockjaw,1
Lilandra,Longshot,1
Lilandra,Lorna Dane,2
Lilandra,Mad Thinker,1
Lilandra,Madame Masque,8
Lilandra,Madelyne Pryor,1
Lilandra,Maggott,1
Lilandra,Magik,2
Lilandra,Magma,4
Lilandra,Magneto,17
Lilandra,Manta,7
Lilandra,Mastermind,6
Lilandra,Maximus,5
Lilandra,Medusa,16
Lilandra,Mesmero,1
Lilandra,Mole Man,1
Lilandra,Moondragon,1
Lilandra,Mr. Fantastic,18
Lilandra,Mystique,2
Lilandra,Namor,9
Lilandra,Namorita,2
Lilandra,New Mutants,2
Lilandra,New X-Men,1
Lilandra,Nick Fury,5
Lilandra,Nightcrawler,56
Lilandra,Nova,5
Lilandra,Odin,2
Lilandra,Oracle,13
Lilandra,Photon,1
Lilandra,Polaris,19
Lilandra,Professor X,40
Lilandra,Proteus,1
Lilandra,Psylocke,8
Lilandra,Punisher,2
Lilandra,Pyro,2
Lilandra,Quasar,6
Lilandra,Quicksilver,1
Lilandra,Rachel Grey,3
Lilandra,Raza,19
Lilandra,Rictor,1
Lilandra,Rogue,27
Lilandra,Ronan,9
Lilandra,Sabretooth,5
Lilandra,Sauron,1
Lilandra,Scarlet Witch,7
Lilandra,Selene,1
Lilandra,Sentinels,1
Lilandra,Sersi,2
Lilandra,Shadow King,3
Lilandra,She-Hulk,3
Lilandra,Shi'Ar,5
Lilandra,Silver Samurai,1
Lilandra,Silver Surfer,5
Lilandra,Skrulls,3
Lilandra,Smasher,10
Lilandra,Spider-Man,8
Lilandra,Spiral,1
Lilandra,Starbolt,4
Lilandra,Starfox,2
Lilandra,Starjammers,4
Lilandra,Stepford Cuckoos,4
Lilandra,Storm,57
Lilandra,Sub-Mariner,8
Lilandra,Sunfire,2
Lilandra,Sunspot,6
Lilandra,Supreme Intelligence,1
Lilandra,Tempest,3
Lilandra,The Watchers,1
Lilandra,Thing,7
Lilandra,Thor,4
Lilandra,Thunderbird,2
Lilandra,Tigra,2
Lilandra,Triathlon,1
Lilandra,Triton,7
Lilandra,Viper,3
Lilandra,Vision,4
Lilandra,Vulcan,5
Lilandra,Warpath,1
Lilandra,Warstar,3
Lilandra,Wasp,2
Lilandra,Wolverine,58
Lilandra,Wonder Man,2
Lilandra,Xorn,5
Lilandra,Zaladane,1
Lilith,Medusa,1
Lilith,Morbius,1
Lilith,Wong,1
Lily Hollister,Liz Osborn,1
Lily Hollister,Lizard,1
Lily Hollister,Mary Jane Watson,1
Lily Hollister,May Parker,1
Lily Hollister,Menace,7
Lily Hollister,Molten Man,1
Lily Hollister,Norman Osborn,6
Lily Hollister,Sandman,1
Lily Hollister,Screwball,1
Lily Hollister,Spider-Man,9
Lily Hollister,Tombstone,1
Lily Hollister,Venom,1
Lionheart,Nightcrawler,1
Lionheart,Nocturne,1
Lionheart,Pete Wisdom,1
Lionheart,Professor X,1
Lionheart,Slipstream,4
Living Laser,Loki,1
Living Laser,Luke Cage,1
Living Laser,Mad Thinker,1
Living Laser,Madame Hydra,1
Living Laser,Maelstrom,1
Living Laser,Mandarin,5
Living Laser,Masters of Evil,1
Living Laser,Nick Fury,3
Living Laser,Pepper Potts,3
Living Laser,Quasar,2
Living Laser,Quasimodo,1
Living Laser,Quicksilver,5
Living Laser,Radioactive Man,1
Living Laser,Red Skull,1
Living Laser,Rick Jones,4
Living Laser,Scarlet Witch,8
Living Laser,Sharon Carter,1
Living Laser,Sleeper,1
Living Laser,Spider-Man,2
Living Laser,Spider-Woman,1
Living Laser,Steve Rogers,1
Living Laser,Sub-Mariner,1
Living Laser,Super-Adaptoid,1
Living Laser,Swordsman,6
Living Laser,Thor,5
Living Laser,Titanium Man,2
Living Laser,Uatu The Watcher,2
Living Laser,Vision,6
Living Laser,War Machine,5
Living Laser,Wasp,8
Living Laser,Whirlwind,4
Living Laser,Wonder Man,2
Living Laser,Yellowjacket,4
Living Lightning,Machine Man,5
Living Lightning,Magdalene,4
Living Lightning,Micromax,1
Living Lightning,Moondragon,3
Living Lightning,Morgan Le Fay,1
Living Lightning,Namorita,1
Living Lightning,Photon,8
Living Lightning,Quasar,4
Living Lightning,Quicksilver,7
Living Lightning,Red Hulk,1
Living Lightning,Rick Jones,1
Living Lightning,Ronan,3
Living Lightning,Scarlet Witch,8
Living Lightning,Sersi,2
Living Lightning,She-Hulk,3
Living Lightning,Shi'Ar,3
Living Lightning,Silverclaw,4
Living Lightning,Starfox,1
Living Lightning,Stingray,3
Living Lightning,Thor,5
Living Lightning,Triathlon,4
Living Lightning,Vision,4
Living Lightning,Warbird,1
Living Lightning,Wasp,4
Living Lightning,Wonder Man,3
Living Mummy,Man-Thing,1
Living Mummy,Morbius,4
Living Mummy,Scarlet Witch,1
Living Mummy,U.S. Agent,1
Living Mummy,Werewolf By Night,7
Living Tribunal,Mephisto,1
Living Tribunal,Namor,1
Living Tribunal,Nightmare,1
Living Tribunal,She-Hulk,2
Living Tribunal,Silver Surfer,1
Living Tribunal,Surtur,1
Living Tribunal,Thanos,4
Living Tribunal,Thor,2
Living Tribunal,Zeus,1
Liz Osborn,Lizard,1
Liz Osborn,Mary Jane Watson,9
Liz Osborn,May Parker,5
Liz Osborn,Molten Man,3
Liz Osborn,Morbius,1
Liz Osborn,Mysterio,2
Liz Osborn,Norman Osborn,1
Liz Osborn,Paladin,2
Liz Osborn,Peter Parker,6
Liz Osborn,Red Skull,1
Liz Osborn,Rhino,2
Liz Osborn,Robbie Robertson,1
Liz Osborn,Scorpion,1
Liz Osborn,Sebastian Shaw,1
Liz Osborn,Shriek,1
Liz Osborn,Silver Sable,3
Liz Osborn,Solo,1
Liz Osborn,Spider-Man,11
Liz Osborn,Taskmaster,1
Liz Osborn,Ultimatum,1
Liz Osborn,Venom,3
Liz Osborn,Wild Pack,1
Lizard,Lockheed,2
Lizard,Loki,2
Lizard,Magneto,5
Lizard,Man-Wolf,3
Lizard,Mary Jane Watson,15
Lizard,May Parker,14
Lizard,Menace,5
Lizard,Mercury,1
Lizard,Mimic,2
Lizard,Misty Knight,2
Lizard,Morbius,8
Lizard,Morph,2
Lizard,Mr. Fantastic,3
Lizard,Mr. Negative,3
Lizard,Mysterio,7
Lizard,Nick Fury,3
Lizard,Nightcrawler,2
Lizard,Nocturne,2
Lizard,Norman Osborn,2
Lizard,Peter Parker,5
Lizard,Professor X,3
Lizard,Prowler,1
Lizard,Puma,2
Lizard,Quicksilver,1
Lizard,Rachel Grey,1
Lizard,Red She-Hulk,2
Lizard,Red Skull,2
Lizard,Rhino,2
Lizard,Robbie Robertson,3
Lizard,Rogue,1
Lizard,S.H.I.E.L.D.,1
Lizard,Sabretooth,1
Lizard,Sandman,8
Lizard,Sasquatch,2
Lizard,Scarlet Spider,12
Lizard,Scarlet Witch,1
Lizard,Scorpion,1
Lizard,Screwball,2
Lizard,Sentry,2
Lizard,Shocker,1
Lizard,Shriek,1
Lizard,Silver Sable,1
Lizard,Silver Surfer,1
Lizard,Silvermane,3
Lizard,Spider-Girl,4
Lizard,Spider-Man,88
Lizard,Spider-Woman,2
Lizard,Spot,1
Lizard,Stegron,1
Lizard,Steve Rogers,2
Lizard,Sub-Mariner,3
Lizard,Sunfire,2
Lizard,Taskmaster,2
Lizard,Thunderbird,1
Lizard,Titania,1
Lizard,Toad,1
Lizard,Tombstone,2
Lizard,Uatu The Watcher,1
Lizard,Ultron,1
Lizard,Venom,1
Lizard,Vermin,1
Lizard,Vulture,5
Lizard,Wasp,1
Lizard,Wolverine,1
Lizard,Wrecking Crew,1
Loa,Mercury,1
Loa,Molly Hayes,1
Loa,Namor,3
Loa,Nico Minoru,1
Loa,Old Lace,1
Loa,Pixie,1
Loa,Rockslide,2
Loa,Runaways,1
Loa,She-Hulk,4
Loa,Silver Surfer,4
Loa,Stepford Cuckoos,1
Loa,Storm,1
Loa,Sub-Mariner,1
Loa,Surge,1
Loa,Tiger Shark,3
Lockheed,Lockjaw,8
Lockheed,Longshot,4
Lockheed,Luke Cage,2
Lockheed,Madelyne Pryor,1
Lockheed,Magik,1
Lockheed,Magma,6
Lockheed,Magneto,7
Lockheed,Marrow,1
Lockheed,Masque,1
Lockheed,Mastermind,5
Lockheed,Meltdown,1
Lockheed,Mimic,2
Lockheed,Mockingbird,1
Lockheed,Mole Man,2
Lockheed,Mr. Fantastic,7
Lockheed,Mystique,1
Lockheed,Nebula,2
Lockheed,New Mutants,1
Lockheed,New X-Men,1
Lockheed,Nick Fury,3
Lockheed,Nightcrawler,36
Lockheed,Nightmare,2
Lockheed,Onslaught,1
Lockheed,Ord,2
Lockheed,Pepper Potts,1
Lockheed,Pet Avengers,4
Lockheed,Polaris,3
Lockheed,Prodigy,1
Lockheed,Professor X,13
Lockheed,Psylocke,6
Lockheed,Pyro,2
Lockheed,Raza,3
Lockheed,Redwing,8
Lockheed,Riptide,1
Lockheed,Rockslide,1
Lockheed,Rogue,21
Lockheed,Roulette,1
Lockheed,Sabra,1
Lockheed,Sabretooth,1
Lockheed,Sebastian Shaw,1
Lockheed,Selene,2
Lockheed,Sentinels,3
Lockheed,Shadowcat,1
Lockheed,She-Hulk,4
Lockheed,Silver Samurai,1
Lockheed,Spider-Man,6
Lockheed,Spider-Woman,2
Lockheed,Spiral,1
Lockheed,Storm,22
Lockheed,Sunfire,1
Lockheed,Sunspot,2
Lockheed,Surge,1
Lockheed,Tag,1
Lockheed,Thing,5
Lockheed,Thor,8
Lockheed,Thunderbird,1
Lockheed,Vertigo,1
Lockheed,Viper,6
Lockheed,Wallflower,1
Lockheed,War Machine,1
Lockheed,Wasp,1
Lockheed,Wind Dancer,1
Lockheed,Winter Soldier,1
Lockheed,Wither,1
Lockheed,Wolfsbane,12
Lockheed,Wolverine,26
Lockjaw,Loki,1
Lockjaw,Luke Cage,2
Lockjaw,Mad Thinker,4
Lockjaw,Magneto,1
Lockjaw,Mantis,1
Lockjaw,Maria Hill,1
Lockjaw,Maximus,9
Lockjaw,Medusa,33
Lockjaw,Mister Sinister,1
Lockjaw,Mockingbird,1
Lockjaw,Moira MacTaggert,1
Lockjaw,Mr. Fantastic,20
Lockjaw,Ms. America,3
Lockjaw,Ms. Marvel,13
Lockjaw,Multiple Man,3
Lockjaw,Namor,1
Lockjaw,Norman Osborn,1
Lockjaw,Oracle,1
Lockjaw,Pet Avengers,13
Lockjaw,Polaris,3
Lockjaw,Professor X,2
Lockjaw,PsyNapse,1
Lockjaw,Psycho-Man,3
Lockjaw,Quake,1
Lockjaw,Quasimodo,4
Lockjaw,Quicksilver,15
Lockjaw,Red Hulk,1
Lockjaw,Redwing,12
Lockjaw,Rick Jones,1
Lockjaw,Ronan,1
Lockjaw,Scarlet Witch,4
Lockjaw,Serpent Society,1
Lockjaw,Shanna the She-Devil,4
Lockjaw,Shatterstar,1
Lockjaw,Silver Surfer,5
Lockjaw,Spider-Ham,1
Lockjaw,Spider-Man,8
Lockjaw,Spider-Woman,3
Lockjaw,Squirrel Girl,1
Lockjaw,Starfox,2
Lockjaw,Steve Rogers,1
Lockjaw,Strong Guy,3
Lockjaw,Sub-Mariner,1
Lockjaw,Sunfire,1
Lockjaw,Swordsman,1
Lockjaw,Thing,26
Lockjaw,Thor,12
Lockjaw,Triton,20
Lockjaw,Tusk,1
Lockjaw,Ultron,1
Lockjaw,Vision,2
Lockjaw,War Machine,1
Lockjaw,Winter Soldier,1
Lockjaw,Wolfsbane,3
Lockjaw,Wolverine,5
Lockjaw,X-Factor,5
Logan,Luke Cage,1
Logan,Mysterio,1
Logan,Natasha Romanoff,3
Logan,Nick Fury,3
Logan,Quentin Quire,1
Logan,Red Skull,1
Logan,Romulus,1
Logan,She-Hulk,1
Logan,Storm,1
Logan,The Hand,3
Logan,Tinkerer,2
Logan,Winter Soldier,3
Logan,Wolverine,17
Loki,Luke Cage,2
Loki,Machine Man,2
Loki,Madame Masque,2
Loki,Magik,1
Loki,Magma,2
Loki,Magneto,12
Loki,Magus,1
Loki,Malekith,6
Loki,Man-Thing,1
Loki,Man-Wolf,1
Loki,Mandarin,2
Loki,Mantis,6
Loki,Marauders,1
Loki,Marrow,1
Loki,Marvel Boy,9
Loki,Marvel Zombies,3
Loki,Mary Jane Watson,5
Loki,Masque,1
Loki,Mastermind,1
Loki,Masters of Evil,3
Loki,May Parker,2
Loki,Medusa,7
Loki,Mephisto,19
Loki,Miss America,9
Loki,Mister Sinister,1
Loki,Misty Knight,1
Loki,Mockingbird,2
Loki,Mole Man,1
Loki,Mr. Fantastic,16
Loki,Mr. Hyde,1
Loki,Ms. America,12
Loki,Ms. Marvel,5
Loki,Mysterio,1
Loki,Mystique,2
Loki,Namor,5
Loki,Nebula,1
Loki,New Mutants,6
Loki,Nick Fury,17
Loki,Nico Minoru,1
Loki,Night Nurse,1
Loki,Nightcrawler,4
Loki,Nighthawk,3
Loki,Nightmare,6
Loki,Norman Osborn,10
Loki,Northstar,3
Loki,Odin,99
Loki,Onslaught,1
Loki,Patriot,1
Loki,Pepper Potts,1
Loki,Peter Parker,5
Loki,Polaris,1
Loki,Prodigy,6
Loki,Professor X,2
Loki,Prowler,1
Loki,Puck,1
Loki,Punisher,5
Loki,Puppet Master,1
Loki,Quicksilver,8
Loki,Radioactive Man,4
Loki,Red She-Hulk,2
Loki,Red Skull,3
Loki,Rhino,1
Loki,Rick Jones,2
Loki,Robbie Robertson,1
Loki,Rocket Raccoon,2
Loki,Rogue,3
Loki,S.H.I.E.L.D.,2
Loki,Sabretooth,1
Loki,Sasquatch,3
Loki,Scarlet Spider,2
Loki,Scarlet Witch,27
Loki,Scourge,2
Loki,Sebastian Shaw,1
Loki,Secret Warriors,1
Loki,Sentry,4
Loki,Shaman,1
Loki,Shang-Chi,2
Loki,Shanna the She-Devil,1
Loki,She-Hulk,6
Loki,Sif,65
Loki,Silver Surfer,17
Loki,Sin,1
Loki,Snowbird,1
Loki,Speed,1
Loki,Spider-Girl,1
Loki,Spider-Gwen,1
Loki,Spider-Man,23
Loki,Squirrel Girl,8
Loki,Star-Lord,1
Loki,Stature,7
Loki,Stephen Strange,1
Loki,Steve Rogers,1
Loki,Storm,4
Loki,Sub-Mariner,4
Loki,Sue Storm,3
Loki,Sunfire,4
Loki,Sunspot,4
Loki,Super-Adaptoid,1
Loki,Super-Skrull,2
Loki,Supreme Intelligence,1
Loki,Surtur,11
Loki,Swordsman,5
Loki,Tana Nile,1
Loki,Terrax,1
Loki,Thanos,6
Loki,The Hood,4
Loki,The Watchers,1
Loki,Thing,7
Loki,Thor,270
Loki,Tigra,5
Loki,Titanium Man,4
Loki,Toad,1
Loki,Tomorrow Man,3
Loki,Tony Stark,1
Loki,U-Foes,1
Loki,U.S. Agent,6
Loki,Uatu The Watcher,4
Loki,Ulik,12
Loki,Ultimates,1
Loki,Ultron,1
Loki,Umar,1
Loki,Vindicator,1
Loki,Vision,18
Loki,Warlock,2
Loki,Wasp,13
Loki,Wendigo,1
Loki,Whirlwind,2
Loki,Wiccan,13
Loki,Winter Soldier,2
Loki,Wolverine,9
Loki,Wonder Man,3
Loki,Wong,2
Loki,Wrecker,2
Loki,Wrecking Crew,1
Loki,X-Man,2
Loki,Young Avengers,13
Loki,Zemo,2
Loki,Zeus,1
Loners,Penance,3
Loners,Pride,6
Loners,Ricochet,6
Loners,Spider-Woman,6
Loners,Turbo,6
Longshot,M,7
Longshot,Madelyne Pryor,5
Longshot,Madrox,2
Longshot,Magik,2
Longshot,Magma,5
Longshot,Magneto,8
Longshot,Magus,1
Longshot,Marauders,1
Longshot,Masque,1
Longshot,Master Mold,1
Longshot,Meltdown,1
Longshot,Mephisto,5
Longshot,Mimic,1
Longshot,Mister Sinister,3
Longshot,Mojo,15
Longshot,Mole Man,2
Longshot,Moon Knight,1
Longshot,Morph,1
Longshot,Mr. Fantastic,3
Longshot,Multiple Man,5
Longshot,Mystique,3
Longshot,Nebula,2
Longshot,New Mutants,1
Longshot,Nick Fury,4
Longshot,Nightcrawler,11
Longshot,Northstar,2
Longshot,Ogun,1
Longshot,Old Man Logan,2
Longshot,Omega Red,1
Longshot,Polaris,12
Longshot,Pretty Boy,1
Longshot,Prism,3
Longshot,Professor X,3
Longshot,Psylocke,50
Longshot,Puck,1
Longshot,Pyro,4
Longshot,Quicksilver,1
Longshot,Reavers,3
Longshot,Rictor,9
Longshot,Riptide,3
Longshot,Risque,1
Longshot,Rogue,49
Longshot,Sabretooth,7
Longshot,Satana,5
Longshot,Sauron,1
Longshot,Scalphunter,1
Longshot,Scarlet Witch,1
Longshot,Scrambler,1
Longshot,Sebastian Shaw,1
Longshot,Selene,2
Longshot,Senator Kelly,1
Longshot,Shadow King,1
Longshot,Shadowcat,1
Longshot,Shaman,1
Longshot,Shatterstar,14
Longshot,She-Hulk,3
Longshot,Skullbuster,2
Longshot,Snowbird,1
Longshot,Spider-Man,5
Longshot,Spiral,16
Longshot,Storm,30
Longshot,Strong Guy,4
Longshot,Sunspot,8
Longshot,Sym,2
Longshot,Talisman,1
Longshot,Thor,2
Longshot,Ultimates,1
Longshot,Vertigo,5
Longshot,Warhawk,2
Longshot,Warlock,1
Longshot,Warpath,1
Longshot,Wolfsbane,9
Longshot,Wolverine,48
Longshot,Wong,3
Longshot,X-23,4
Longshot,X-Factor,1
Longshot,X-Factor Investigations,8
Longshot,X-Force,1
Longshot,Zaladane,1
Lord Hawal,Praxagora,1
Lord Hawal,Preak,1
Lord Hawal,Super-Skrull,1
Lorna Dane,Magneto,3
Lorna Dane,Manta,1
Lorna Dane,New X-Men,2
Lorna Dane,Nightcrawler,2
Lorna Dane,Polaris,4
Lorna Dane,Professor X,5
Lorna Dane,Quicksilver,2
Lorna Dane,S.H.I.E.L.D.,1
Lorna Dane,Sabra,1
Lorna Dane,Sentinels,1
Lorna Dane,Shocker,1
Lorna Dane,Storm,2
Lorna Dane,Thunderbird,1
Lorna Dane,Toad,1
Lorna Dane,Unus,1
Lorna Dane,Wolverine,2
Lorna Dane,Xorn,1
Lucky Pierre,Nine-Fold Daughters of Xao,1
Lucky Pierre,Shadu the Shady,1
Lucky Pierre,Wendell Rand,1
Luke Cage,Mach IV,5
Luke Cage,Madame Masque,6
Luke Cage,Madelyne Pryor,2
Luke Cage,Magneto,1
Luke Cage,Man-Thing,12
Luke Cage,Maria Hill,24
Luke Cage,Mary Jane Watson,16
Luke Cage,Mastermind,3
Luke Cage,Matthew Murdock,2
Luke Cage,May Parker,5
Luke Cage,Medusa,4
Luke Cage,Mister Sinister,1
Luke Cage,Misty Knight,34
Luke Cage,Mockingbird,17
Luke Cage,Molten Man,3
Luke Cage,Moon Girl,1
Luke Cage,Moon Knight,13
Luke Cage,Moonstone,5
Luke Cage,Morlun,1
Luke Cage,Mr. Fantastic,11
Luke Cage,Mr. Hyde,9
Luke Cage,Mr. Negative,1
Luke Cage,Namor,10
Luke Cage,Namorita,1
Luke Cage,Natasha Romanoff,5
Luke Cage,Nick Fury,18
Luke Cage,Night Nurse,2
Luke Cage,Nighthawk,2
Luke Cage,Norman Osborn,9
Luke Cage,Northstar,1
Luke Cage,Okoye,4
Luke Cage,Omega Red,2
Luke Cage,Owl,1
Luke Cage,Patriot,2
Luke Cage,Penance,3
Luke Cage,Pet Avengers,2
Luke Cage,Peter Parker,2
Luke Cage,Prince of Orphans,5
Luke Cage,Professor X,2
Luke Cage,Prowler,1
Luke Cage,Puma,1
Luke Cage,Punisher,10
Luke Cage,Purple Man,8
Luke Cage,Quasar,1
Luke Cage,Quicksilver,11
Luke Cage,Red Hulk,12
Luke Cage,Red Skull,5
Luke Cage,Red Wolf,2
Luke Cage,Redwing,2
Luke Cage,Reptil,3
Luke Cage,Rhino,3
Luke Cage,Rick Jones,4
Luke Cage,Robbie Robertson,7
Luke Cage,Ronin,5
Luke Cage,S.H.I.E.L.D.,4
Luke Cage,Satana,9
Luke Cage,Sauron,3
Luke Cage,Scarlet Spider,1
Luke Cage,Scarlet Witch,3
Luke Cage,Scorpion,3
Luke Cage,Selene,1
Luke Cage,Sentinels,1
Luke Cage,Sentry,22
Luke Cage,Shang-Chi,10
Luke Cage,Shanna the She-Devil,2
Luke Cage,Sharon Carter,6
Luke Cage,She-Hulk,16
Luke Cage,Shocker,4
Luke Cage,Silver Sable,4
Luke Cage,Silver Samurai,6
Luke Cage,Silver Surfer,1
Luke Cage,Sin,4
Luke Cage,Skaar,8
Luke Cage,Skrulls,3
Luke Cage,Songbird,11
Luke Cage,Spectrum,2
Luke Cage,Spider-Girl,2
Luke Cage,Spider-Man,143
Luke Cage,Spider-Woman,74
Luke Cage,Spitfire,2
Luke Cage,Spot,1
Luke Cage,Squirrel Girl,5
Luke Cage,Steel Serpent,6
Luke Cage,Stephen Strange,2
Luke Cage,Steve Rogers,8
Luke Cage,Storm,9
Luke Cage,Sub-Mariner,12
Luke Cage,Sue Storm,2
Luke Cage,Sunspot,1
Luke Cage,Swordsman,3
Luke Cage,Taskmaster,2
Luke Cage,Terror,2
Luke Cage,Thanos,2
Luke Cage,The Hand,6
Luke Cage,The Hood,4
Luke Cage,Thing,30
Luke Cage,Thor,27
Luke Cage,Thunderbolts,20
Luke Cage,Tiger's Beautiful Daughter,4
Luke Cage,Tigra,4
Luke Cage,Titania,1
Luke Cage,Tombstone,5
Luke Cage,Tony Stark,4
Luke Cage,Toro,2
Luke Cage,Toxin,4
Luke Cage,Typhoid Mary,5
Luke Cage,U.S. Agent,1
Luke Cage,Uatu The Watcher,3
Luke Cage,Ultron,2
Luke Cage,Union Jack,3
Luke Cage,Unus,1
Luke Cage,Venom,3
Luke Cage,Vertigo,3
Luke Cage,Victor Von Doom,2
Luke Cage,Viper,6
Luke Cage,Vision,16
Luke Cage,War Machine,1
Luke Cage,Wasp,8
Luke Cage,Wendell Rand,4
Luke Cage,White Tiger,12
Luke Cage,Wild Pack,2
Luke Cage,William Stryker,1
Luke Cage,Winter Soldier,5
Luke Cage,Wolverine,67
Luke Cage,Wonder Man,11
Luke Cage,Wong,1
Luke Cage,Wrecking Crew,2
Luke Cage,X-23,1
Luke Cage,Yellowjacket,4
Luke Cage,Young Avengers,1
Luke Cage,Zzzax,1
Luna Snow,Namor,3
Luna Snow,Shang-Chi,3
Luna Snow,Silk,10
Luna Snow,Sword Master,5
Luna Snow,Wave,8
Lyja,Mad Thinker,1
Lyja,Medusa,1
Lyja,Mr. Fantastic,11
Lyja,Namor,11
Lyja,Paibok,2
Lyja,Puppet Master,1
Lyja,Quicksilver,1
Lyja,Rick Jones,1
Lyja,Sharon Ventura,8
Lyja,She-Hulk,4
Lyja,Silver Surfer,2
Lyja,Skrulls,2
Lyja,Spider-Girl,2
Lyja,Spider-Man,1
Lyja,Stingray,2
Lyja,Strong Guy,1
Lyja,Sub-Mariner,1
Lyja,Terrax,1
Lyja,The Collector,1
Lyja,Thing,26
Lyja,Thor,1
Lyja,Tiger Shark,2
Lyja,Tony Stark,1
Lyja,Triton,2
Lyja,Uatu The Watcher,7
Lyja,Vision,1
Lyja,Wolverine,1
M,Madrox,19
M,Magneto,4
M,Mephisto,5
M,Morph,1
M,Multiple Man,5
M,Mystique,1
M,Omega Red,1
M,Penance,2
M,Polaris,7
M,Psylocke,17
M,Quentin Quire,3
M,Quicksilver,5
M,Rachel Grey,13
M,Rictor,10
M,Rogue,5
M,Sabretooth,6
M,Satana,5
M,Shatterstar,11
M,Skin,1
M,Spider-Man,1
M,Storm,11
M,Strong Guy,15
M,Surge,1
M,Synch,1
M,Thor,1
M,Typhoid Mary,1
M,Warren Worthington III,2
M,Wolfsbane,11
M,X-Factor,18
M,X-Factor Investigations,8
M.O.D.A.M.,Omega Red,2
M.O.D.A.M.,Pepper Potts,1
M.O.D.A.M.,Quasar,3
M.O.D.A.M.,Rhino,1
M.O.D.A.M.,Shang-Chi,2
M.O.D.A.M.,Sharon Carter,1
M.O.D.A.M.,Thor,1
M.O.D.A.M.,Tigra,1
M.O.D.A.M.,Zaran,1
M.O.D.O.G.,Maria Hill,1
M.O.D.O.G.,Pepper Potts,2
M.O.D.O.G.,S.H.I.E.L.D.,1
M.O.D.O.G.,Thor,2
M.O.D.O.K.,Mandarin,1
M.O.D.O.K.,Mister Sinister,2
M.O.D.O.K.,Mockingbird,1
M.O.D.O.K.,Mojo,2
M.O.D.O.K.,Namor,2
M.O.D.O.K.,Namorita,1
M.O.D.O.K.,New Mutants,1
M.O.D.O.K.,Nick Fury,1
M.O.D.O.K.,Norman Osborn,2
M.O.D.O.K.,Onslaught,1
M.O.D.O.K.,Puma,1
M.O.D.O.K.,Punisher,2
M.O.D.O.K.,Red Hulk,9
M.O.D.O.K.,Red She-Hulk,2
M.O.D.O.K.,Red Skull,4
M.O.D.O.K.,Redwing,2
M.O.D.O.K.,Rhino,1
M.O.D.O.K.,Sandman,1
M.O.D.O.K.,Sharon Carter,6
M.O.D.O.K.,Silver Surfer,1
M.O.D.O.K.,Sin,4
M.O.D.O.K.,Skaar,3
M.O.D.O.K.,Skrulls,1
M.O.D.O.K.,Spider-Man,4
M.O.D.O.K.,Spider-Woman,1
M.O.D.O.K.,Spot,1
M.O.D.O.K.,Sunspot,2
M.O.D.O.K.,Thaddeus Ross,2
M.O.D.O.K.,Thing,1
M.O.D.O.K.,Thor,2
M.O.D.O.K.,Thunderbolt Ross,1
M.O.D.O.K.,Tony Stark,1
M.O.D.O.K.,Ultron,1
M.O.D.O.K.,Vision,3
M.O.D.O.K.,Winter Soldier,1
M.O.D.O.K.,Wolverine,3
